📺央视频道,#genre#
江西卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNDQvaW5kZXgubTN1OA==
辽宁卫视,http://111.26.109.75:19020/hls/35/index.m3u8
辽宁卫视,http://124.93.18.239:9003/hls/27/index.m3u8
辽宁卫视,http://114.226.2.174:4022/rtp/239.49.1.35:6000
辽宁卫视,http://61.184.46.85:85/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://114.254.83.46:8888/rtp/239.3.1.210:8056
内蒙古卫视,http://111.26.109.75:19020/hls/53/index.m3u8
内蒙古卫视,http://124.93.18.239:9003/hls/47/index.m3u8
内蒙古卫视,http://114.254.83.46:8888/rtp/239.3.1.43:8176
宁夏卫视,http://124.93.18.239:9003/hls/48/index.m3u8
青海卫视,http://124.93.18.239:9003/hls/44/index.m3u8
青海卫视,http://114.254.83.46:8888/rtp/239.3.1.44:8184
山东卫视,http://111.26.109.75:19020/hls/42/index.m3u8
山东卫视,http://124.93.18.239:9003/hls/34/index.m3u8
山东卫视,http://114.254.83.46:8888/rtp/239.3.1.209:8052
山东卫视,http://114.226.2.174:4022/rtp/239.49.8.146:6000
山东卫视,http://61.184.46.85:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://124.116.183.146:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://111.26.109.75:19020/hls/52/index.m3u8
山西卫视,http://124.93.18.239:9003/hls/35/index.m3u8
山西卫视,http://114.254.83.46:8888/rtp/239.3.1.42:8172
陕西卫视,http://111.26.109.75:19020/hls/57/index.m3u8
陕西卫视,http://124.93.18.239:9003/hls/46/index.m3u8
陕西卫视,http://114.254.83.46:8888/rtp/239.3.1.41:8140
陕西卫视,http://124.116.183.146:9901/tsfile/live/0136_1.m3u8
陕西卫视,http://124.116.183.146:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://112.46.105.20:8009/hls/17/index.m3u8
四川卫视,http://124.93.18.239:9003/hls/42/index.m3u8
四川卫视,http://111.26.109.75:19020/hls/55/index.m3u8
四川卫视,http://114.254.83.46:8888/rtp/239.3.1.29:8288
四川卫视,http://61.184.46.85:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://124.116.183.146:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNDcvaW5kZXgubTN1OA==
深圳卫视,http://124.93.18.239:9003/hls/54/index.m3u8
深圳卫视,http://120.202.94.181:9446/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://114.254.83.46:8888/rtp/239.3.1.134:8020
深圳卫视,http://61.184.46.85:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://114.226.2.174:4022/rtp/239.49.8.145:6000
深圳卫视,http://124.116.183.146:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws
三沙卫视,http://114.254.83.46:8888/rtp/239.3.1.155:4120
天津卫视,http://111.26.109.75:19020/hls/36/index.m3u8
天津卫视,http://124.93.18.239:9003/hls/24/index.m3u8
天津卫视,http://114.254.83.46:8888/rtp/239.3.1.141:1234
天津卫视,http://61.184.46.85:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://124.116.183.146:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://114.226.2.174:4022/rtp/239.49.8.148:6000
西藏卫视,http://124.93.18.239:9003/hls/52/index.m3u8
新疆卫视,http://124.93.18.239:9003/hls/50/index.m3u8
云南卫视,http://111.26.109.75:19020/hls/41/index.m3u8
云南卫视,http://124.93.18.239:9003/hls/45/index.m3u8
云南卫视,http://114.254.83.46:8888/rtp/239.3.1.26:8108
云南卫视,http://114.226.2.174:4022/rtp/239.49.1.235:6000
云南卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMzUvaW5kZXgubTN1OA==
云南卫视,http://111.43.126.240:9003/hls/60/index.m3u8

🌊港·澳·台,#genre#
翡翠台,http://iptv.4666888.xyz/iptv2A.php?id=34
凤凰中文,http://rihou.cc:555/tv/[Pd]凤凰中文
凤凰中文,http://iptv.4666888.xyz/iptv2A.php?id=27
凤凰中文,http://61.184.46.85:85/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://rihou.cc:555/tv/[Pd]凤凰资讯

🎬电影频道,#genre#
CHC家庭影院,http://111.26.109.75:19020/hls/72/index.m3u8
CHC家庭影院,http://61.184.46.85:85/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
